year,month,day,hour,P,T,RH,RPH,WD,WV
2017,1,1,0,720.2,-5.4,95,0,235,2
2017,1,1,1,720.7,-5.3,95,0,252,1.8
2017,1,1,2,721.3,-5.1,95,0,260,1.4
2017,1,1,3,721.8,-5.1,95,0,287,0.7
2017,1,1,4,721.7,-4.8,95,0,296,1.5
2017,1,1,5,721.2,-4.9,95,0,294,1
2017,1,1,6,720.9,-4.8,95,0,295,1.7
2017,1,1,7,720.8,-4.7,95,0,281,1.4
2017,1,1,8,721.1,-5.3,95,0,306,2
2017,1,1,9,721.6,-6.8,92,0,269,2.3
2017,1,1,10,722,-7.7,90,0,281,4.1
2017,1,1,11,722.6,-7.2,80,0,20,4.4
2017,1,1,12,722.6,-7.7,76,0,50,6.5
2017,1,1,13,723.1,-7.8,72,0,59,5
2017,1,1,14,723.4,-5.8,52,0,70,2.9
2017,1,1,15,723.8,-5.1,49,0,212,2.9
2017,1,1,16,723.3,-4.3,47,0,230,3.1
2017,1,1,17,723.1,-5.6,66,0,214,5.3
2017,1,1,18,723,-6.2,76,0,212,5.5
2017,1,1,19,722.9,-6.6,89,0,209,6.3
2017,1,1,20,722.7,-6.4,87,0,212,5.9
2017,1,1,21,722.3,-6,80,0,220,7.8
2017,1,1,22,722,-6.4,77,0,217,8.6
2017,1,1,23,722.2,-5.3,72,0,221,10.6
2017,1,2,0,722.9,-4.7,73,0,223,10.1
2017,1,2,1,723.2,-4.5,70,0,224,10.3
2017,1,2,2,723.8,-3.1,66,0,217,9.7
2017,1,2,3,724.1,-1.5,59,0,224,8.1
2017,1,2,4,723.8,-0.8,59,0,220,8.1
2017,1,2,5,723.3,-0.7,59,0,229,5.7
2017,1,2,6,723.2,-0.2,57,0,239,6
2017,1,2,7,723.1,-0.5,58,0,253,4
2017,1,2,8,723.5,0.2,46,0,278,3.7
2017,1,2,9,723.6,0.1,47,0,59,3.5
2017,1,2,10,723.7,-3.9,67,0,50,5.2
2017,1,2,11,724,-4.2,55,0,49,7.8
2017,1,2,12,724.4,-4.5,50,0,63,6.2
2017,1,2,13,724.5,-4.8,50,0,61,4.8
2017,1,2,14,724.4,-4.6,24,0,67,6.2
2017,1,2,15,724.3,-3.6,13,0,75,4.3
2017,1,2,16,724.2,-2.4,16,0,102,4.2
2017,1,2,17,723.9,-2.6,35,0,133,4.7
2017,1,2,18,723.4,-2.9,30,0,134,3.1
2017,1,2,19,723.3,-3.6,16,0,154,5.1
2017,1,2,20,723.3,-3.5,26,0,181,3.8
2017,1,2,21,722.7,-3.7,49,0,197,3.7
2017,1,2,22,722.3,-3.6,49,0,172,2.5
2017,1,2,23,722.1,-3.2,52,0,174,3.2
2017,1,3,0,722,-3.1,64,0,215,7.1
2017,1,3,1,722.1,-2.5,58,0,204,5
2017,1,3,2,722.3,-0.3,44,0,191,3.8
2017,1,3,3,722.1,0.5,43,0,211,5.2
2017,1,3,4,721.4,0.5,48,0,228,6.6
2017,1,3,5,720.6,0.4,49,0,225,7
2017,1,3,6,719.7,0.4,51,0,227,4.6
2017,1,3,7,719.5,1.8,46,0,216,3.7
2017,1,3,8,719.5,1.4,44,0,212,3.9
2017,1,3,9,719.3,0.7,46,0,336,1.1
2017,1,3,10,719.4,-2.2,72,0,220,3.6
2017,1,3,11,719.6,-1.9,67,0,161,2.7
2017,1,3,12,719.7,-1.9,55,0,195,5.4
2017,1,3,13,719.8,-1.7,48,0,200,6.9
2017,1,3,14,720,-2.6,55,0,207,8.1
2017,1,3,15,719.9,-1.7,45,0,202,5.8
2017,1,3,16,719.5,-1.9,47,0,210,9
2017,1,3,17,719.4,-0.4,37,0,209,7.1
2017,1,3,18,719,1.8,30,0,227,3.7
2017,1,3,19,718.9,1.4,31,0,205,5.3
2017,1,3,20,719.2,2,29,0,201,6
2017,1,3,21,718.6,2.3,28,0,197,4.3
2017,1,3,22,718.1,3.4,26,0,113,1.9
2017,1,3,23,718.4,3.9,23,0,161,2.1
2017,1,4,0,718.6,3.3,25,0,137,3.1
2017,1,4,1,718.9,0.8,32,0,185,4
2017,1,4,2,719.1,1.8,31,0,277,3.6
2017,1,4,3,719.1,1.9,30,0,277,4.5
2017,1,4,4,718.6,3,32,0,330,7.2
2017,1,4,5,717.9,4.4,33,0,290,4.9
2017,1,4,6,717.3,2.7,33,0,296,8.7
2017,1,4,7,717.3,2.8,30,0,292,8.3
2017,1,4,8,717.6,1.9,33,0,281,7.4
