stationID,lon,lat,altitude,siteLevel,totalCloud,WD,WV,airPressure,Transformation_3h,pastWeather1,pastWeather2,rainfall_6h,lowCloudiness,lowCloudCover,lowCloudHigh,dewPoint,visibility,currentWeather,temperature,lowCloudiness,highCloudiness,flag1,flag2,temperatureChange_24h,transformer_24h,year,month,day,hour
52674,101.9319,38.2178,2093.9,12,9999,224,4.0,1012.1,-3,0,0,9999.0,9999,9999,9999,2.6,30.0,0,5.1,9999,9999,1,2,3.7,-57,2019,5,1,2
52674,101.9319,38.2178,2093.9,12,9999,261,2.9,1010.5,-3,9999,9999,9999.0,9999,9999,9999,0.3,30.0,0,5.5,9999,9999,1,2,4.5,-41,2019,5,1,5
52674,101.9319,38.2178,2093.9,12,6,45,1.5,1011.3,11,0,0,9999.0,9999,0,4000,3.4,30.0,0,8.4,9999,9999,1,2,6.2,-30,2019,5,1,8
52674,101.9319,38.2178,2093.9,12,8,45,2.2,1011.6,7,0,0,9999.0,9999,0,4000,2.2,24.0,0,14.0,9999,9999,1,2,5.8,-17,2019,5,1,11
52674,101.9319,38.2178,2093.9,12,3,94,5.0,1010.4,-11,0,0,9999.0,9999,0,4000,-0.7,27.6,0,15.9,9999,9999,1,2,5.2,-13,2019,5,1,14
52674,101.9319,38.2178,2093.9,12,0,96,5.5,1008.7,-9,0,0,9999.0,9999,0,2500,-1.3,25.9,0,16.7,9999,9999,1,2,3.5,-5,2019,5,1,17
52674,101.9319,38.2178,2093.9,12,0,94,3.0,1009.1,4,0,0,9999.0,9999,0,2500,-1.9,30.0,0,14.1,9999,9999,1,2,2.6,2,2019,5,1,20
52674,101.9319,38.2178,2093.9,12,9999,127,3.2,1009.1,10,9999,9999,9999.0,9999,9999,9999,-3.0,30.0,0,11.5,9999,9999,1,2,4.2,6,2019,5,1,23
52674,101.9319,38.2178,2093.9,12,9999,222,2.6,1008.7,-10,0,0,9999.0,9999,9999,9999,0.0,30.0,0,7.5,9999,9999,1,2,2.4,-1,2019,5,2,2
52674,101.9319,38.2178,2093.9,12,9999,206,1.5,1007.7,-14,9999,9999,9999.0,9999,9999,9999,0.5,30.0,0,4.9,9999,9999,1,2,-0.6,-12,2019,5,2,5
52674,101.9319,38.2178,2093.9,12,10,296,2.0,1007.7,9,0,0,9999.0,9999,0,5000,-0.8,30.0,0,10.2,9999,9999,1,2,1.8,-14,2019,5,2,8
52674,101.9319,38.2178,2093.9,12,10,110,2.8,1005.7,-5,0,0,9999.0,9999,0,5000,0.1,24.1,0,16.0,9999,9999,1,2,2.0,-26,2019,5,2,11
52674,101.9319,38.2178,2093.9,12,10,68,5.8,1005.8,-8,0,0,9999.0,9999,0,5000,1.6,23.5,0,17.2,9999,9999,1,2,1.3,-23,2019,5,2,14
52674,101.9319,38.2178,2093.9,12,10,48,1.3,1006.0,-6,0,0,9999.0,9999,6,1800,2.6,27.8,0,17.5,9999,9999,1,2,0.8,-20,2019,5,2,17
52674,101.9319,38.2178,2093.9,12,10,298,9.7,1008.0,21,0,0,0.1,9999,10,1800,3.5,20.8,60,13.8,9999,9999,1,2,-0.3,-3,2019,5,2,20
52674,101.9319,38.2178,2093.9,12,9999,298,7.9,1011.6,31,9999,9999,0.9,9999,9999,9999,7.9,14.4,60,9.0,9999,9999,1,2,-2.5,18,2019,5,2,23
52674,101.9319,38.2178,2093.9,12,9999,243,6.2,1013.4,10,0,0,10.5,9999,9999,9999,5.1,6.0,60,6.5,9999,9999,1,2,-1.0,38,2019,5,3,2
52674,101.9319,38.2178,2093.9,12,9999,155,0.8,1012.3,-11,9999,9999,12.2,9999,9999,9999,5.5,9.4,60,5.6,9999,9999,1,2,0.7,41,2019,5,3,5
52674,101.9319,38.2178,2093.9,12,10,277,4.3,1014.4,8,6,5,2.8,9999,10,1800,6.7,11.2,60,6.8,9999,9999,1,2,-3.4,40,2019,5,3,8
52674,101.9319,38.2178,2093.9,12,10,307,3.7,1013.6,0,6,0,0.3,9999,4,900,5.4,30.0,0,13.3,9999,9999,1,2,-2.7,45,2019,5,3,11
52674,101.9319,38.2178,2093.9,12,4,77,3.5,1011.8,-13,6,0,0.0,9999,4,900,2.2,29.4,0,16.2,9999,9999,1,2,-1.0,40,2019,5,3,14
52674,101.9319,38.2178,2093.9,12,2,77,2.8,1009.9,-15,0,0,9999.0,9999,2,900,4.0,27.8,0,17.0,9999,9999,1,2,-0.5,31,2019,5,3,17
52674,101.9319,38.2178,2093.9,12,0,119,2.7,1011.2,3,0,0,9999.0,9999,0,2500,5.3,30.0,0,13.7,9999,9999,1,2,-0.1,13,2019,5,3,20
52674,101.9319,38.2178,2093.9,12,9999,149,0.4,1011.7,12,9999,9999,9999.0,9999,9999,9999,7.9,30.0,0,9.6,9999,9999,1,2,0.6,-6,2019,5,3,23
52674,101.9319,38.2178,2093.9,12,9999,237,3.6,1009.7,-7,0,0,9999.0,9999,9999,9999,5.4,30.0,0,9.4,9999,9999,1,2,2.9,-23,2019,5,4,2
52674,101.9319,38.2178,2093.9,12,9999,161,1.6,1009.4,-9,9999,9999,9999.0,9999,9999,9999,5.1,30.0,0,6.5,9999,9999,1,2,0.9,-21,2019,5,4,5
52674,101.9319,38.2178,2093.9,12,4,22,0.3,1010.0,8,0,0,9999.0,9999,0,1800,5.2,30.0,0,10.9,9999,9999,1,2,4.1,-21,2019,5,4,8
52674,101.9319,38.2178,2093.9,12,8,107,3.9,1010.0,4,0,0,9999.0,9999,0,5000,4.5,24.2,0,16.1,9999,9999,1,2,2.8,-17,2019,5,4,11
52674,101.9319,38.2178,2093.9,12,10,118,6.2,1008.8,-8,0,0,9999.0,9999,6,1800,2.7,30.0,0,16.7,9999,9999,1,2,0.5,-12,2019,5,4,14
52674,101.9319,38.2178,2093.9,12,10,135,4.0,1008.7,-10,0,0,9999.0,9999,10,1800,1.2,30.0,0,16.8,9999,9999,1,2,-0.2,-7,2019,5,4,17
52674,101.9319,38.2178,2093.9,12,10,145,6.4,1013.7,33,6,0,0.6,9999,10,1800,8.2,21.8,60,10.6,9999,9999,1,2,-3.1,23,2019,5,4,20
52674,101.9319,38.2178,2093.9,12,9999,138,2.3,1013.4,14,9999,9999,3.1,9999,9999,9999,7.7,30.0,60,10.3,9999,9999,1,2,0.7,25,2019,5,4,23
52674,101.9319,38.2178,2093.9,12,9999,128,2.5,1014.4,5,0,0,3.0,9999,9999,9999,8.0,20.8,60,8.9,9999,9999,1,2,-0.5,37,2019,5,5,2
52674,101.9319,38.2178,2093.9,12,9999,103,2.7,1015.6,0,9999,9999,5.2,9999,9999,9999,5.9,7.6,60,6.0,9999,9999,1,2,-0.5,46,2019,5,5,5
52674,101.9319,38.2178,2093.9,12,10,63,5.1,1019.3,7,6,0,6.6,9999,10,1800,5.7,7.3,60,5.8,9999,9999,1,2,-5.1,45,2019,5,5,8
52674,101.9319,38.2178,2093.9,12,10,110,6.0,1019.3,0,6,0,2.7,9999,10,1800,6.1,8.5,21,6.2,9999,9999,1,2,-9.9,41,2019,5,5,11
52674,101.9319,38.2178,2093.9,12,10,80,9.5,1017.7,-12,6,0,0.8,9999,10,1800,6.9,27.3,60,7.7,9999,9999,1,2,-9.0,37,2019,5,5,14
52674,101.9319,38.2178,2093.9,12,10,91,5.7,1018.0,-7,6,0,9999.0,9999,10,1800,7.7,30.0,60,7.8,9999,9999,1,2,-9.0,40,2019,5,5,17
52674,101.9319,38.2178,2093.9,12,10,117,7.4,1019.8,10,6,0,0.3,9999,10,1800,6.7,25.6,60,6.8,9999,9999,1,2,-3.8,17,2019,5,5,20
52674,101.9319,38.2178,2093.9,12,9999,103,7.2,1021.5,9,9999,9999,0.7,9999,9999,9999,5.1,0.9,60,5.2,9999,9999,1,2,-5.1,12,2019,5,5,23
52674,101.9319,38.2178,2093.9,12,9999,93,7.1,1020.9,-3,4,0,1.4,9999,9999,9999,4.1,5.0,60,4.2,9999,9999,1,2,-4.7,4,2019,5,6,2
52674,101.9319,38.2178,2093.9,12,9999,68,4.9,1019.8,-7,9999,9999,2.1,9999,9999,9999,4.5,1.6,60,4.6,9999,9999,1,2,-1.4,-3,2019,5,6,5
52674,101.9319,38.2178,2093.9,12,10,82,5.2,1019.7,-4,6,0,3.5,9999,0,2700,4.5,1.1,60,4.6,9999,9999,1,2,-1.2,-14,2019,5,6,8
52674,101.9319,38.2178,2093.9,12,10,56,5.1,1019.9,-2,6,4,3.7,9999,0,2700,5.2,1.5,60,5.3,9999,9999,1,2,-0.9,-16,2019,5,6,11
52674,101.9319,38.2178,2093.9,12,10,57,6.1,1018.5,-13,6,4,2.5,9999,0,2700,5.6,1.0,60,5.7,9999,9999,1,2,-2.0,-17,2019,5,6,14
52674,101.9319,38.2178,2093.9,12,10,58,3.9,1017.6,-7,6,6,1.9,9999,0,2700,5.1,1.6,60,5.2,9999,9999,1,2,-2.6,-17,2019,5,6,17
52674,101.9319,38.2178,2093.9,12,10,43,1.2,1018.6,8,6,6,1.6,9999,0,2700,5.2,3.8,60,5.3,9999,9999,1,2,-1.5,-19,2019,5,6,20
52674,101.9319,38.2178,2093.9,12,9999,302,3.1,1019.4,10,9999,9999,2.1,9999,9999,9999,5.6,4.7,60,5.7,9999,9999,1,2,0.5,-18,2019,5,6,23
52674,101.9319,38.2178,2093.9,12,9999,307,3.6,1017.9,-9,0,0,1.4,9999,9999,9999,6.0,29.7,21,6.1,9999,9999,1,2,1.9,-24,2019,5,7,2
52674,101.9319,38.2178,2093.9,12,9999,305,5.6,1017.1,-8,9999,9999,0.2,9999,9999,9999,5.9,30.0,0,6.0,9999,9999,1,2,1.4,-25,2019,5,7,5
52674,101.9319,38.2178,2093.9,12,10,340,3.6,1017.7,3,6,0,9999.0,9999,10,1800,5.5,30.0,0,5.6,9999,9999,1,2,1.0,-18,2019,5,7,8
52674,101.9319,38.2178,2093.9,12,10,332,4.6,1016.6,-1,0,0,9999.0,9999,10,1800,5.8,30.0,0,7.3,9999,9999,1,2,2.0,-17,2019,5,7,11
52674,101.9319,38.2178,2093.9,12,10,292,5.0,1015.8,-5,6,0,0.6,9999,10,1800,7.2,26.7,60,7.3,9999,9999,1,2,1.6,-9,2019,5,7,14
52674,101.9319,38.2178,2093.9,12,10,333,5.5,1015.2,-4,6,0,0.9,9999,10,1800,6.0,30.0,60,7.4,9999,9999,1,2,2.2,-6,2019,5,7,17
52674,101.9319,38.2178,2093.9,12,10,291,4.8,1017.7,13,6,0,0.6,9999,10,1800,5.3,28.4,60,6.0,9999,9999,1,2,0.7,-1,2019,5,7,20
