stationID,lon,lat,altitude,siteLevel,totalCloud,WD,WV,airPressure,Transformation_3h,pastWeather1,pastWeather2,rainfall_6h,lowCloudiness,lowCloudCover,lowCloudHigh,dewPoint,visibility,currentWeather,temperature,lowCloudiness,highCloudiness,flag1,flag2,temperatureChange_24h,transformer_24h,year,month,day,hour
52787,102.8667,37.2,3045.1,11,9999,134,3.0,1030.6,-14,0,0,9999.0,9999,9999,9999,-20.6,30.0,0,-13.2,9999,9999,1,2,9.4,-3,2019,2,1,2
52787,102.8667,37.2,3045.1,11,9999,279,2.7,1023.8,-18,9999,9999,9999.0,9999,9999,9999,-23.6,30.0,0,-7.3,9999,9999,1,2,12.1,-24,2019,2,1,5
52787,102.8667,37.2,3045.1,11,0,218,4.2,1023.1,-14,0,0,9999.0,9999,0,1800,-25.4,30.0,0,-6.0,9999,9999,1,2,15.9,-51,2019,2,1,8
52787,102.8667,37.2,3045.1,11,0,171,5.3,1017.6,-18,0,0,9999.0,9999,0,2500,-23.8,29.8,0,1.7,9999,9999,1,2,13.5,-76,2019,2,1,11
52787,102.8667,37.2,3045.1,11,4,173,5.3,1010.0,-32,0,0,9999.0,9999,0,4000,-15.6,29.5,0,3.0,9999,9999,1,2,12.1,-97,2019,2,1,14
52787,102.8667,37.2,3045.1,11,10,247,5.5,1002.9,-10,0,0,9999.0,9999,0,4000,-14.2,26.2,0,5.3,9999,9999,1,2,14.5,-107,2019,2,1,17
52787,102.8667,37.2,3045.1,11,0,308,7.2,1014.9,11,0,0,9999.0,9999,0,2500,-17.0,30.0,0,-11.1,9999,9999,1,2,1.4,-98,2019,2,1,20
52787,102.8667,37.2,3045.1,11,9999,320,15.4,1010.2,3,9999,9999,9999.0,9999,9999,9999,-20.3,30.0,0,-11.4,9999,9999,1,2,4.7,-92,2019,2,1,23
52787,102.8667,37.2,3045.1,11,9999,347,10.7,1009.4,4,0,0,9999.0,9999,9999,9999,-22.9,30.0,0,-10.7,9999,9999,1,2,2.5,-74,2019,2,2,2
52787,102.8667,37.2,3045.1,11,9999,317,8.0,1009.1,-5,9999,9999,9999.0,9999,9999,9999,-20.7,30.0,0,-13.6,9999,9999,1,2,-6.3,-61,2019,2,2,5
52787,102.8667,37.2,3045.1,11,10,324,10.9,1023.6,9,0,0,9999.0,9999,2,1800,-21.3,30.0,0,-15.7,9999,9999,1,2,-9.7,-38,2019,2,2,8
52787,102.8667,37.2,3045.1,11,10,333,8.3,1022.4,12,0,0,9999.0,9999,3,1800,-20.4,30.0,0,-11.3,9999,9999,1,2,-13.0,-8,2019,2,2,11
52787,102.8667,37.2,3045.1,11,10,337,6.8,1019.3,1,0,0,9999.0,9999,2,1800,-19.5,30.0,0,-7.6,9999,9999,1,2,-10.6,25,2019,2,2,14
52787,102.8667,37.2,3045.1,11,10,5,6.6,1024.6,11,0,0,9999.0,9999,4,1800,-16.9,30.0,0,-9.7,9999,9999,1,2,-15.0,46,2019,2,2,17
52787,102.8667,37.2,3045.1,11,10,19,8.7,1033.7,32,7,0,0.0,9999,6,1800,-17.5,30.0,70,-13.5,9999,9999,1,2,-2.4,67,2019,2,2,20
52787,102.8667,37.2,3045.1,11,9999,8,7.4,1033.4,16,9999,9999,9999.0,9999,9999,9999,-17.5,30.0,70,-14.3,9999,9999,1,2,-2.9,80,2019,2,2,23
52787,102.8667,37.2,3045.1,11,9999,345,4.3,1032.8,5,0,0,9999.0,9999,9999,9999,-17.7,30.0,22,-16.2,9999,9999,1,2,-5.5,81,2019,2,3,2
52787,102.8667,37.2,3045.1,11,9999,308,2.2,1033.6,-4,9999,9999,9999.0,9999,9999,9999,-17.5,30.0,70,-16.0,9999,9999,1,2,-2.4,82,2019,2,3,5
52787,102.8667,37.2,3045.1,11,10,148,4.4,1038.2,4,7,0,9999.0,9999,4,1800,-19.2,30.0,70,-17.5,9999,9999,1,2,-1.8,77,2019,2,3,8
52787,102.8667,37.2,3045.1,11,10,163,8.6,1036.8,11,7,7,0.1,9999,0,4000,-13.9,30.0,70,-12.7,9999,9999,1,2,-1.4,76,2019,2,3,11
52787,102.8667,37.2,3045.1,11,10,159,7.4,1032.6,-18,7,7,0.1,9999,0,1000,-14.1,30.0,22,-8.7,9999,9999,1,2,-1.1,57,2019,2,3,14
52787,102.8667,37.2,3045.1,11,6,157,6.2,1032.2,-2,0,0,9999.0,9999,0,1000,-13.6,30.0,0,-8.8,9999,9999,1,2,0.9,44,2019,2,3,17
52787,102.8667,37.2,3045.1,11,10,152,6.6,1036.1,6,0,0,9999.0,9999,0,4000,-13.9,30.0,0,-11.3,9999,9999,1,2,2.2,18,2019,2,3,20
52787,102.8667,37.2,3045.1,11,9999,326,0.4,1035.2,5,9999,9999,9999.0,9999,9999,9999,-15.6,30.0,0,-14.0,9999,9999,1,2,0.3,7,2019,2,3,23
52787,102.8667,37.2,3045.1,11,9999,71,0.4,1031.4,-4,0,0,9999.0,9999,9999,9999,-15.6,30.0,0,-13.7,9999,9999,1,2,2.5,-2,2019,2,4,2
52787,102.8667,37.2,3045.1,11,9999,145,2.0,1030.7,-10,9999,9999,9999.0,9999,9999,9999,-17.5,30.0,0,-14.6,9999,9999,1,2,1.4,-8,2019,2,4,5
52787,102.8667,37.2,3045.1,11,0,305,6.8,1028.4,-6,0,0,9999.0,9999,0,2500,-27.0,30.0,0,-10.2,9999,9999,1,2,7.3,-18,2019,2,4,8
52787,102.8667,37.2,3045.1,11,0,285,8.0,1028.3,5,0,0,9999.0,9999,0,2500,-25.6,30.0,0,-6.3,9999,9999,1,2,6.4,-24,2019,2,4,11
52787,102.8667,37.2,3045.1,11,0,305,12.0,1023.5,-16,0,0,9999.0,9999,0,1000,-27.0,30.0,0,-3.2,9999,9999,1,2,5.5,-22,2019,2,4,14
52787,102.8667,37.2,3045.1,11,10,277,2.1,1024.9,0,0,0,9999.0,9999,5,1000,-21.4,30.0,0,-4.3,9999,9999,1,2,4.5,-20,2019,2,4,17
52787,102.8667,37.2,3045.1,11,10,314,6.3,1025.7,7,0,0,9999.0,9999,6,1800,-17.5,30.0,0,-8.4,9999,9999,1,2,2.9,-19,2019,2,4,20
52787,102.8667,37.2,3045.1,11,9999,196,4.7,1023.5,-9,9999,9999,9999.0,9999,9999,9999,-18.2,30.0,0,-11.1,9999,9999,1,2,2.9,-33,2019,2,4,23
52787,102.8667,37.2,3045.1,11,9999,149,3.1,1020.9,-9,0,0,9999.0,9999,9999,9999,-19.6,30.0,0,-12.4,9999,9999,1,2,1.3,-38,2019,2,5,2
52787,102.8667,37.2,3045.1,11,9999,167,2.0,1019.7,-13,9999,9999,9999.0,9999,9999,9999,-19.7,30.0,0,-12.3,9999,9999,1,2,2.3,-41,2019,2,5,5
52787,102.8667,37.2,3045.1,11,10,164,2.6,1021.1,-6,0,0,9999.0,9999,5,1800,-20.5,28.3,0,-11.4,9999,9999,1,2,-1.2,-41,2019,2,5,8
52787,102.8667,37.2,3045.1,11,10,157,5.9,1020.3,-1,0,0,9999.0,9999,3,1800,-19.7,30.0,0,-7.8,9999,9999,1,2,-1.5,-47,2019,2,5,11
52787,102.8667,37.2,3045.1,11,2,313,4.9,1014.0,-18,0,0,9999.0,9999,2,1000,-18.8,30.0,0,-1.3,9999,9999,1,2,1.9,-49,2019,2,5,14
52787,102.8667,37.2,3045.1,11,10,323,5.8,1015.3,-6,0,0,9999.0,9999,0,1000,-16.7,30.0,0,-4.5,9999,9999,1,2,-0.2,-55,2019,2,5,17
52787,102.8667,37.2,3045.1,11,0,25,8.5,1020.1,16,0,0,9999.0,9999,0,2500,-18.6,30.0,0,-8.8,9999,9999,1,2,-0.4,-46,2019,2,5,20
52787,102.8667,37.2,3045.1,11,9999,11,5.8,1020.4,15,9999,9999,9999.0,9999,9999,9999,-19.0,30.0,0,-9.8,9999,9999,1,2,1.3,-22,2019,2,5,23
52787,102.8667,37.2,3045.1,11,9999,324,4.0,1016.8,-1,0,0,9999.0,9999,9999,9999,-19.5,30.0,0,-11.4,9999,9999,1,2,1.0,-14,2019,2,6,2
52787,102.8667,37.2,3045.1,11,9999,357,4.5,1017.7,-1,9999,9999,9999.0,9999,9999,9999,-22.0,30.0,0,-9.7,9999,9999,1,2,2.6,-2,2019,2,6,5
52787,102.8667,37.2,3045.1,11,10,331,2.4,1022.9,5,0,0,9999.0,9999,8,1800,-21.2,30.0,0,-11.6,9999,9999,1,2,-0.2,9,2019,2,6,8
52787,102.8667,37.2,3045.1,11,10,302,0.9,1022.0,12,0,0,9999.0,9999,0,4000,-20.2,30.0,0,-6.9,9999,9999,1,2,0.9,22,2019,2,6,11
52787,102.8667,37.2,3045.1,11,4,338,5.7,1019.5,-7,0,0,9999.0,9999,0,4000,-18.0,29.6,0,-3.2,9999,9999,1,2,-1.9,33,2019,2,6,14
52787,102.8667,37.2,3045.1,11,10,15,9.4,1020.9,3,0,0,9999.0,9999,2,1800,-17.4,30.0,0,-6.3,9999,9999,1,2,-1.8,42,2019,2,6,17
52787,102.8667,37.2,3045.1,11,10,294,4.3,1029.3,19,0,0,9999.0,9999,4,1800,-17.2,30.0,0,-12.1,9999,9999,1,2,-3.3,45,2019,2,6,20
52787,102.8667,37.2,3045.1,11,9999,131,17.3,1021.6,-13,9999,9999,9999.0,9999,9999,9999,-19.5,30.0,22,-8.9,9999,9999,1,2,0.9,17,2019,2,6,23
52787,102.8667,37.2,3045.1,11,9999,131,16.4,1018.6,-8,0,0,9999.0,9999,9999,9999,-16.6,30.0,0,-9.9,9999,9999,1,2,1.5,10,2019,2,7,2
