stationID,lon,lat,altitude,siteLevel,totalCloud,WD,WV,airPressure,Transformation_3h,pastWeather1,pastWeather2,rainfall_6h,lowCloudiness,lowCloudCover,lowCloudHigh,dewPoint,visibility,currentWeather,temperature,lowCloudiness,highCloudiness,flag1,flag2,temperatureChange_24h,transformer_24h,year,month,day,hour
52679,102.67,37.92,1532,32,9,200,2,9999,22,0,0,0,9999,9999,9999,0.5,26,0,23.4,9999,9999,1,2,9999,9999,2018,5,31,23
52679,102.67,37.92,1532,32,9,340,1,9999,6,0,0,0,9999,9999,9999,1.6,30,0,18.2,9999,9999,1,2,2,1,2018,6,1,2
52679,102.67,37.92,1532,32,9,290,1,9999,6,0,0,0,9999,9999,9999,4.2,24,0,15.8,9999,9999,1,2,4,1,2018,6,1,5
52679,102.67,37.92,1532,32,7,270,1,9999,18,0,0,0,9999,7,2500,6.3,23,0,17.4,9999,9999,1,2,-1,2,2018,6,1,8
52679,102.67,37.92,1532,32,7,360,3,9999,13,0,0,0,9999,7,2500,4.8,28,0,23.4,9999,9999,1,2,9999,9999,2018,6,1,11
52679,102.67,37.92,1532,32,7,20,5,9999,-3,0,0,0,9999,7,2500,-0.1,30,0,28,9999,9999,1,2,-3,5,2018,6,1,14
52679,102.67,37.92,1532,32,2,20,7,9999,-5,0,0,0,9999,2,1000,-0.1,29,0,29.1,9999,9999,1,2,-3,7,2018,6,1,17
52679,102.67,37.92,1532,32,0,340,5,9999,12,0,0,0,9999,0,9999,-0.8,20,0,25.1,9999,9999,1,2,-2,7,2018,6,1,20
52679,102.67,37.92,1532,32,9,320,2,9999,17,0,0,0,9999,9999,9999,-0.9,22,0,20.2,9999,9999,1,2,9999,9999,2018,6,1,23
52679,102.67,37.92,1532,32,9,180,2,9999,0,0,0,0,9999,9999,9999,1.8,19,0,15.3,9999,9999,1,2,-3,6,2018,6,2,2
52679,102.67,37.92,1532,32,9,270,1,9999,5,0,0,0,9999,9999,9999,0.3,21,0,13.7,9999,9999,1,2,-2,6,2018,6,2,5
52679,102.67,37.92,1532,32,7,110,1,9999,10,0,0,0,9999,7,2500,4.7,15,0,17.1,9999,9999,1,2,0,5,2018,6,2,8
52679,102.67,37.92,1532,32,7,20,5,9999,0,0,0,0,9999,7,2500,-13.1,24,0,22.8,9999,9999,1,2,9999,9999,2018,6,2,11
52679,102.67,37.92,1532,32,1,340,7,9999,-9,0,0,0,9999,1,2500,-9.4,26,0,24.1,9999,9999,1,2,-4,3,2018,6,2,14
52679,102.67,37.92,1532,32,7,340,5,9999,-3,0,0,0,9999,7,1500,-6.5,29,0,22.2,9999,9999,1,2,-7,3,2018,6,2,17
52679,102.67,37.92,1532,32,7,340,4,9999,18,0,0,0,9999,7,1500,3.2,30,0,16.5,9999,9999,1,2,-9,4,2018,6,2,20
52679,102.67,37.92,1532,32,9,200,3,9999,1,0,0,0,9999,9999,9999,3.3,25,0,16.2,9999,9999,1,2,9999,9999,2018,6,2,23
52679,102.67,37.92,1532,32,9,40,1,9999,-7,0,0,0,9999,9999,9999,4.2,28,0,14.2,9999,9999,1,2,-1,2,2018,6,3,2
52679,102.67,37.92,1532,32,9,0,0,9999,-2,0,0,0,9999,9999,9999,5.4,28,0,13.3,9999,9999,1,2,0,1,2018,6,3,5
52679,102.67,37.92,1532,32,7,270,1,9999,10,0,0,0,9999,7,2500,6.3,21,0,15.3,9999,9999,1,2,-2,1,2018,6,3,8
52679,102.67,37.92,1532,32,7,40,1,9999,2,0,0,0,9999,7,2500,3.2,28,0,19.5,9999,9999,1,2,9999,9999,2018,6,3,11
52679,102.67,37.92,1532,32,7,110,3,9999,-11,0,0,0,9999,7,2500,-7.5,30,0,22.2,9999,9999,1,2,-2,1,2018,6,3,14
52679,102.67,37.92,1532,32,7,70,3,9999,-18,0,0,0,9999,7,2500,-8.1,30,0,24.2,9999,9999,1,2,2,-1,2018,6,3,17
52679,102.67,37.92,1532,32,0,180,1,9999,-4,0,0,0,9999,0,9999,-1,30,0,20.8,9999,9999,1,2,4,-3,2018,6,3,20
52679,102.67,37.92,1532,32,9,160,2,9999,8,0,0,0,9999,9999,9999,0.7,16,0,12.3,9999,9999,1,2,9999,9999,2018,6,3,23
52679,102.67,37.92,1532,32,9,180,2,9999,-4,0,0,0,9999,9999,9999,-0.3,30,0,10.4,9999,9999,1,2,-4,-2,2018,6,4,2
52679,102.67,37.92,1532,32,9,180,3,9999,-5,0,0,0,9999,9999,9999,1.2,29,0,8.8,9999,9999,1,2,-5,-2,2018,6,4,5
52679,102.67,37.92,1532,32,0,160,1,9999,-2,0,0,0,9999,0,9999,2.5,23,0,15.7,9999,9999,1,2,0,-3,2018,6,4,8
52679,102.67,37.92,1532,32,0,360,2,9999,-5,0,0,0,9999,0,1000,-5.8,30,0,25.7,9999,9999,1,2,9999,9999,2018,6,4,11
52679,102.67,37.92,1532,32,0,20,4,9999,-23,0,0,0,9999,0,1000,-17.2,30,0,28.9,9999,9999,1,2,7,-5,2018,6,4,14
52679,102.67,37.92,1532,32,0,20,3,9999,-18,0,0,0,9999,0,1000,-11.9,30,0,29.4,9999,9999,1,2,5,-5,2018,6,4,17
52679,102.67,37.92,1532,32,0,0,0,9999,-4,0,0,0,9999,0,9999,-0.9,30,0,24.1,9999,9999,1,2,3,-5,2018,6,4,20
52679,102.67,37.92,1532,32,9,160,3,9999,8,0,0,0,9999,9999,9999,0.3,24,0,16.7,9999,9999,1,2,9999,9999,2018,6,4,23
52679,102.67,37.92,1532,32,9,180,3,9999,-13,0,0,0,9999,9999,9999,-2.4,30,0,14.9,9999,9999,1,2,5,-6,2018,6,5,2
52679,102.67,37.92,1532,32,9,180,3,9999,-4,0,0,0,9999,9999,9999,-1.3,30,0,11.4,9999,9999,1,2,3,-6,2018,6,5,5
52679,102.67,37.92,1532,32,7,200,1,9999,15,0,0,0,9999,7,2500,2.1,25,0,17.8,9999,9999,1,2,2,-4,2018,6,5,8
52679,102.67,37.92,1532,32,7,360,4,9999,8,0,0,0,9999,7,2500,-4.2,30,0,27.7,9999,9999,1,2,9999,9999,2018,6,5,11
52679,102.67,37.92,1532,32,2,20,5,9999,-8,0,0,0,9999,2,2500,-9.1,26,0,30.6,9999,9999,1,2,2,-2,2018,6,5,14
52679,102.67,37.92,1532,32,2,360,5,9999,-8,0,0,0,9999,2,2500,-8.1,29,0,31.9,9999,9999,1,2,3,-1,2018,6,5,17
52679,102.67,37.92,1532,32,7,340,4,9999,12,0,0,0,9999,7,2500,-0.6,30,0,27.3,9999,9999,1,2,3,1,2018,6,5,20
52679,102.67,37.92,1532,32,9,290,2,9999,27,0,0,0,9999,9999,9999,1,26,0,21.3,9999,9999,1,2,9999,9999,2018,6,5,23
52679,102.67,37.92,1532,32,9,160,1,9999,11,0,0,0,9999,9999,9999,2.5,30,0,19.2,9999,9999,1,2,4,5,2018,6,6,2
52679,102.67,37.92,1532,32,9,220,2,9999,-5,0,0,0,9999,9999,9999,7.5,30,0,16.9,9999,9999,1,2,6,5,2018,6,6,5
52679,102.67,37.92,1532,32,7,340,4,9999,23,0,0,9999,9999,7,1500,6,30,0,19.6,9999,9999,1,2,2,6,2018,6,6,8
52679,102.67,37.92,1532,32,7,360,6,9999,18,0,0,0,9999,7,2500,2.7,30,0,19.9,9999,9999,1,2,9999,9999,2018,6,6,11
52679,102.67,37.92,1532,32,8,320,3,9999,8,0,0,0,9999,8,2500,6.1,30,60,17.5,9999,9999,1,2,-13,9,2018,6,6,14
52679,102.67,37.92,1532,32,7,180,2,9999,-3,6,0,0,9999,7,1500,6.5,30,60,18,9999,9999,1,2,-14,9,2018,6,6,17
52679,102.67,37.92,1532,32,7,180,2,9999,-6,6,0,0,9999,7,2000,5.9,30,0,17.3,9999,9999,1,2,-10,7,2018,6,6,20
52679,102.67,37.92,1532,32,9,180,2,9999,8,0,0,0,9999,9999,9999,5,30,0,13.1,9999,9999,1,2,9999,9999,2018,6,6,23
52679,102.67,37.92,1532,32,9,180,4,9999,-9,0,0,0,9999,9999,9999,3,30,0,12.3,9999,9999,1,2,-7,3,2018,6,7,2
52679,102.67,37.92,1532,32,9,160,2,9999,-1,0,0,0,9999,9999,9999,1.1,30,0,12.4,9999,9999,1,2,-5,4,2018,6,7,5
52679,102.67,37.92,1532,32,7,320,5,9999,13,0,0,0,9999,7,2500,2.5,21,0,15.4,9999,9999,1,2,-4,3,2018,6,7,8
52679,102.67,37.92,1532,32,7,340,5,9999,4,0,0,0,9999,7,2500,0.5,25,0,18.9,9999,9999,1,2,9999,9999,2018,6,7,11
