time,P,T,RH,RPH,WD,WV,year,month,day,WV_X,WV_Y,RPH_ld
2008-06-30,721.2847222222224,10.85652777777778,71.24722222222222,74.40000000000003,165.30277777777778,5.5093055555555575,2008,6,30,-5.329041376224798,1.3977716962935818,76.49999999999993
2008-07-31,745.5786111111114,13.232638888888884,81.34861111111111,63.100000000000016,167.80277777777778,5.758194444444442,2008,7,31,-5.628209760292889,1.2165764070434306,50.90000000000001
2008-08-31,747.2269444444446,11.653888888888883,80.425,68.00000000000001,178.47222222222226,5.151944444444443,2008,8,31,-5.150113013466886,0.13735904470036214,63.00000000000002
2008-09-30,700.1279166666671,8.118749999999991,79.07777777777778,165.49999999999991,157.525,5.069444444444448,2008,9,30,-4.6844019989281165,1.9379486287688188,115.69999999999992
2009-06-30,721.2019444444443,12.25833333333332,51.24305555555557,14.4,172.06666666666663,5.401388888888889,2009,6,30,-5.349693997852528,0.7455038955987839,26.4
2009-07-31,745.4938888888883,13.173611111111107,78.71944444444446,111.2,180.9375,5.2419444444444485,2009,7,31,-5.241242746803153,-0.08576728820095326,83.79999999999998
2009-08-31,748.2255555555548,11.17569444444443,88.3875,146.1,168.99166666666667,5.622500000000002,2009,8,31,-5.51904274469432,1.073626300086309,111.59999999999997
2009-09-30,700.6024999999995,8.301805555555555,81.02638888888889,56.500000000000036,165.29166666666666,4.979444444444448,2009,9,30,-4.816272207578449,1.2642740991636583,40.10000000000001
2010-06-30,722.2850000000003,10.501388888888886,72.95416666666667,65.5,150.7763888888889,4.777916666666667,2010,6,30,-4.169788021443777,2.332671329149288,26.600000000000005
2010-07-31,746.8951388888884,13.785833333333313,83.8375,164.50000000000006,146.28333333333333,5.154166666666671,2010,7,31,-4.28719815242112,2.861007869554846,92.29999999999998
2010-08-31,748.7548611111107,11.811944444444457,87.33888888888889,92.39999999999998,146.90972222222226,5.382083333333332,2010,8,31,-4.509170609638249,2.9384011673219583,76.8
2010-09-30,700.5900000000014,8.065,85.08888888888889,90.10000000000004,150.57916666666668,4.664722222222221,2010,9,30,-4.0631375144871615,2.2914071983959787,69.9
2011-06-30,720.8218055555557,11.345833333333333,68.78333333333333,51.100000000000016,172.25,4.707916666666665,2011,6,30,-4.664914072739324,0.6348669421511655,35.70000000000001
2011-07-31,745.9200000000003,12.826805555555556,75.2638888888889,126.89999999999996,167.75138888888893,4.927777777777768,2011,7,31,-4.815603073961836,1.0454476845876677,90.70000000000002
2011-08-31,747.4055555555551,12.069722222222214,81.1125,131.29999999999998,162.22083333333333,4.843055555555562,2011,8,31,-4.611753565038713,1.4788225618884503,141.20000000000005
2011-09-30,700.1027777777774,5.75222222222222,83.29305555555554,115.09999999999998,136.77916666666667,4.190555555555563,2011,9,30,-3.0537402652731296,2.8697432387667003,96.9
2012-06-30,720.5450000000003,10.96458333333333,65.55416666666666,128.5,167.77361111111108,4.909027777777776,2012,6,30,-4.797683468494986,1.039609089573449,88.09999999999998
2012-07-31,745.3887499999995,13.404583333333347,82.325,86.39999999999998,172.06666666666663,5.08041666666666,2012,7,31,-5.031793693685971,0.7012030598382073,73.09999999999998
2012-08-31,748.0831944444443,12.476111111111116,84.59861111111111,118.79999999999997,164.30138888888888,4.852361111111109,2012,8,31,-4.671359820231413,1.3129378441308521,110.79999999999998
2012-09-30,701.2527777777777,6.413750000000002,76.91666666666667,87.4,177.63888888888889,4.69541666666666,2012,9,30,-4.69143036403816,0.19343942977539447,65.30000000000003
2013-06-30,720.9913888888887,11.211388888888893,75.77916666666667,112.90000000000002,199.025,5.789305555555552,2013,6,30,-5.473073016502863,-1.887201783491801,113.60000000000002
2013-07-31,745.0194444444447,13.188194444444447,83.53333333333333,294.7000000000001,176.775,4.6518055555555575,2013,7,31,-4.644438548834743,0.26169733050870075,284.99999999999983
2013-08-31,747.4449999999997,13.709305555555561,82.43611111111113,76.3,187.44166666666663,5.4469444444444415,2013,8,31,-5.401066124318838,-0.7054704115692263,63.80000000000001
2013-09-30,701.1197222222223,7.8081944444444416,73.98194444444445,144.19999999999996,174.39166666666668,4.702777777777778,2013,9,30,-4.680266505111857,0.4595914145070136,128.29999999999998
2014-01-31,743.5998611111107,-7.352777777777775,44.60833333333333,2.9000000000000004,217.1375,7.018472222222218,2014,1,31,-5.5950485668415055,-4.237261364229221,2.2
2014-02-28,668.5733333333335,-8.328055555555553,76.15833333333333,24.50000000000001,139.23611111111111,3.5074999999999994,2014,2,28,-2.6566041009106782,2.2901988780506737,10.599999999999994
2014-03-31,744.1362499999997,-2.2693055555555546,63.09583333333333,22.6,165.37777777777774,6.059027777777778,2014,3,31,-5.862783940863028,1.5295692448010658,12.199999999999996
2014-04-30,721.4808333333333,2.5058333333333347,76.025,90.5,145.30833333333334,5.7529166666666685,2014,4,30,-4.730202438028443,3.2743297129154394,76.4
2014-05-31,745.4487499999992,7.015694444444451,54.74722222222222,27.4,198.4138888888889,6.122777777777778,2014,5,31,-5.809288299958202,-1.934057177029191,15.8
2014-06-30,721.7777777777786,10.717499999999998,73.66388888888889,100.6,154.8388888888889,4.8880555555555585,2014,6,30,-4.4242564959522985,2.078230394403242,94.39999999999998
2014-07-31,746.5566666666658,13.052500000000006,85.525,82.49999999999993,174.6486111111111,5.587777777777776,2014,7,31,-5.563423169086292,0.5211363885788322,67.30000000000001
2014-08-31,747.934722222222,11.36527777777777,86.26944444444445,81.19999999999997,159.5875,5.011250000000006,2014,8,31,-4.696573169421388,1.7478063470451182,52.30000000000002
2014-09-30,724.0756944444445,8.13402777777778,84.49444444444444,220.29999999999984,151.14722222222218,5.519722222222222,2014,9,30,-4.834517941448191,2.6636008868277115,161.4
2014-10-31,749.7249999999997,3.7774999999999954,79.58611111111111,54.000000000000036,186.37222222222226,5.421666666666662,2014,10,31,-5.38817076439397,-0.6017352060287801,34.80000000000002
2014-11-30,722.0411111111113,-4.362361111111111,76.36527777777778,23.2,193.53472222222226,4.570416666666668,2014,11,30,-4.443488288870396,-1.0696356078665694,12.699999999999996
2014-12-31,722.4711111111111,-9.551388888888876,54.13333333333333,2.1000000000000005,229.7125,7.012222222222222,2014,12,31,-4.534266804499954,-5.3489891605271485,1.9000000000000004
2015-04-30,626.6388888888888,2.579027777777778,54.14166666666666,55.80000000000002,143.45,4.892083333333336,2015,4,30,-3.9299938665818166,2.9133533168682284,73.80000000000003
2015-05-31,745.2834722222227,7.339305555555549,66.65,84.50000000000001,173.0388888888889,6.453194444444447,2015,5,31,-6.4056256282935795,0.7820990013784405,64.19999999999999
2015-06-30,721.283333333333,10.499305555555551,71.58055555555555,86.89999999999996,157.00138888888893,5.6605555555555584,2015,6,30,-5.2106224750556365,2.2116289516950998,51.10000000000001
2015-07-31,746.7056944444442,13.093472222222214,71.76805555555555,54.100000000000016,192.1805555555556,5.449444444444448,2015,7,31,-5.3267641272316055,-1.1497950625763596,46.100000000000016
2015-08-31,748.3361111111104,12.343194444444444,69.925,67.4,156.86388888888888,5.087916666666668,2015,8,31,-4.678716090088492,1.99912774861726,79.0
2015-09-30,725.0377777777777,7.304027777777778,85.73333333333333,127.19999999999986,174.11388888888888,5.756111111111113,2015,9,30,-5.725763198193734,0.5902973163305764,55.30000000000002
2015-10-31,750.4280555555554,3.709583333333327,65.8611111111111,43.40000000000001,185.83333333333331,5.7247222222222165,2015,10,31,-5.695078169620258,-0.5818325906303735,28.70000000000001
2015-11-30,721.9079166666662,-1.1568055555555552,77.67638888888891,31.70000000000001,198.05416666666667,5.797083333333327,2015,11,30,-5.511657853016387,-1.7966087178052548,16.099999999999994
2015-12-31,723.2598611111115,-7.990694444444448,62.15,12.999999999999993,220.38194444444446,5.939861111111113,2015,12,31,-4.524644717931687,-3.848316540486636,9.499999999999998
2016-01-31,672.957638888889,-10.046250000000004,57.60833333333333,7.299999999999999,174.7861111111111,5.409722222222217,2016,1,31,-5.387338952305113,0.491603025398467,2.6
2016-02-29,697.352083333333,-8.142916666666657,51.65,6.499999999999997,215.82916666666668,6.374444444444452,2016,2,29,-5.168182433412079,-3.731411570743641,5.1000000000000005
2016-03-31,743.1905555555558,-2.0573611111111108,66.70833333333333,31.20000000000001,165.13333333333333,6.081111111111113,2016,3,31,-5.877549015396657,1.560233930309428,8.699999999999996
2016-04-30,720.3495833333342,3.8338888888888936,62.99722222222222,50.20000000000001,156.00277777777774,6.0363888888888875,2016,4,30,-5.514634675979306,2.454953198818226,41.200000000000024
2016-05-31,745.3490277777776,6.146388888888887,70.9125,72.79999999999998,177.02777777777774,6.8677777777777775,2016,5,31,-6.858539178417263,0.3561066456185987,63.50000000000002
2016-06-30,722.3397222222225,11.65527777777778,66.11666666666666,90.49999999999996,191.09027777777766,5.560833333333334,2016,6,30,-5.456986538700629,-1.0696566166538033,101.19999999999996
2016-07-31,746.06625,13.911944444444432,81.09166666666667,103.7,179.75416666666663,5.925555555555558,2016,7,31,-5.925501013099883,0.025424117046662646,54.50000000000002
2016-08-31,748.241388888889,13.871111111111126,87.52777777777777,72.29999999999998,153.18611111111107,5.763333333333327,2016,8,31,-5.1436395410825035,2.5998044892883034,42.4
2016-09-30,725.602361111111,8.62875,74.78472222222223,66.3,173.75277777777774,4.6006944444444455,2016,9,30,-4.573373749883954,0.5006415034876395,35.4
2016-10-31,747.3359722222212,2.5694444444444446,85.5138888888889,62.20000000000004,163.40972222222226,6.2423611111111095,2016,10,31,-5.982498095370477,1.7823548413267578,48.20000000000003
2016-11-30,723.0056944444458,-2.196111111111112,57.77916666666667,5.6999999999999975,181.65972222222226,6.530277777777778,2016,11,30,-6.527538116677414,-0.1891401339265264,2.0000000000000004
2016-12-31,719.6095833333337,-4.984722222222223,57.96666666666667,1.4000000000000004,206.42638888888888,6.399861111111107,2016,12,31,-5.731119645081736,-2.848243292850962,0.7
