stationID,lon,lat,altitude,siteLevel,totalCloud,WD,WV,airPressure,Transformation_3h,pastWeather1,pastWeather2,rainfall_6h,lowCloudiness,lowCloudCover,lowCloudHigh,dewPoint,visibility,currentWeather,temperature,midCloudiness,highCloudiness,flag1,flag2,temperatureChange_24h,transformer_24h,year,month,day,hour
52787,102.87,37.2,3045,4,9,340,2,9999,3,0,0,9999,9999,9999,9999,10.5,30,0,12.6,9999,9999,1,2,9999,9999,2018,6,30,23
52787,102.87,37.2,3045,4,9,180,4,9999,-15,0,0,0,9999,9999,9999,9.9,30,0,12.4,9999,9999,1,2,0,-1,2018,7,1,2
52787,102.87,37.2,3045,4,9,360,5,9999,-2,0,0,0,9999,9999,9999,9.5,30,0,13.3,9999,9999,1,2,1,-1,2018,7,1,5
52787,102.87,37.2,3045,4,8,360,6,9999,2,9999,9999,9999,9999,8,1500,9.8,30,60,10.7,9999,9999,1,2,-3,-2,2018,7,1,8
52787,102.87,37.2,3045,4,8,360,8,9999,-2,6,6,9999,9999,8,1500,9.4,20,60,9.5,9999,9999,1,2,9999,9999,2018,7,1,11
52787,102.87,37.2,3045,4,8,340,11,9999,-5,6,6,5,9999,8,1500,9.7,29,60,9.8,9999,9999,1,2,-7,-2,2018,7,1,14
52787,102.87,37.2,3045,4,8,360,11,9999,-1,6,6,9999,9999,8,1500,8.6,0.8,60,8.7,9999,9999,1,2,-7,-2,2018,7,1,17
52787,102.87,37.2,3045,4,8,360,13,9999,6,6,6,4,9999,8,1500,8.1,6,60,8.2,9999,9999,1,2,-5,-1,2018,7,1,20
52787,102.87,37.2,3045,4,9,360,9,9999,7,9999,9999,9999,9999,9999,9999,9.1,22,28,9.2,9999,9999,1,2,9999,9999,2018,7,1,23
52787,102.87,37.2,3044,4,9,360,10,9999,-7,0,0,0.7,9999,9999,9999,7.8,29,0,9.2,9999,9999,1,2,-3,0,2018,7,2,2
52787,102.87,37.2,3044,4,9,360,9,9999,0,0,0,9999,9999,9999,9999,6.2,28,0,9.1,9999,9999,1,2,-4,0,2018,7,2,5
52787,102.87,37.2,3044,4,8,360,12,9999,7,9999,9999,0.7,9999,8,1500,5.8,30,60,8.3,9999,9999,1,2,-2,1,2018,7,2,8
52787,102.87,37.2,3044,4,8,360,8,9999,7,6,6,9999,9999,8,1500,4.8,30,60,8.2,9999,9999,1,2,9999,9999,2018,7,2,11
52787,102.87,37.2,3044,4,7,360,8,9999,-2,6,0,5,9999,7,1500,6.6,28,0,10.5,9999,9999,1,2,1,2,2018,7,2,14
52787,102.87,37.2,3044,4,8,340,4,9999,-5,0,0,9999,9999,8,1500,7.7,30,0,11.4,9999,9999,1,2,3,1,2018,7,2,17
52787,102.87,37.2,3044,4,8,140,6,9999,0,0,0,9999,9999,8,1500,7.1,30,0,9.7,9999,9999,1,2,2,1,2018,7,2,20
52787,102.87,37.2,3044,4,9,140,6,9999,0,0,0,9999,9999,9999,9999,5.6,30,0,9.4,9999,9999,1,2,9999,9999,2018,7,2,23
52787,102.87,37.2,3044,4,9,160,2,9999,-11,0,0,9999,9999,9999,9999,6.2,30,0,8.1,9999,9999,1,2,-1,0,2018,7,3,2
52787,102.87,37.2,3044,4,9,140,2,9999,-10,0,0,9999,9999,9999,9999,4.6,30,0,8.6,9999,9999,1,2,-1,-1,2018,7,3,5
52787,102.87,37.2,3044,4,8,360,9,9999,7,9999,9999,0,9999,8,1500,5.8,28,80,10.4,9999,9999,1,2,2,-1,2018,7,3,8
52787,102.87,37.2,3044,4,8,340,3,9999,6,8,0,9999,9999,8,1000,6.1,27,0,11.2,9999,9999,1,2,9999,9999,2018,7,3,11
52787,102.87,37.2,3044,4,8,140,2,9999,0,8,0,2,9999,8,1500,7.6,24,80,9.3,9999,9999,1,2,-1,-1,2018,7,3,14
52787,102.87,37.2,3044,4,7,110,3,9999,-5,8,8,9999,9999,7,1000,6.3,29,25,9.2,9999,9999,1,2,9999,9999,2018,7,3,17
52787,102.87,37.2,3044,4,8,110,7,9999,-2,8,0,2,9999,8,1500,5.2,30,0,9.2,9999,9999,1,2,-1,-2,2018,7,3,20
52787,102.87,37.2,3044,4,9,160,5,9999,6,0,0,9999,9999,9999,9999,7,30,0,7.3,9999,9999,1,2,9999,9999,2018,7,3,23
52787,102.87,37.2,3044,4,9,140,1,9999,-9,0,0,9999,9999,9999,9999,5.4,30,0,6.5,9999,9999,1,2,-2,-1,2018,7,4,2
52787,102.87,37.2,3044,4,9,360,3,9999,-6,0,0,9999,9999,9999,9999,4.6,30,0,7,9999,9999,1,2,-2,0,2018,7,4,5
52787,102.87,37.2,3044,4,2,340,4,9999,5,0,0,9999,9999,2,1500,6.4,30,0,10.1,9999,9999,1,2,0,-1,2018,7,4,8
52787,102.87,37.2,3044,4,7,40,4,9999,5,0,0,9999,9999,7,1000,6.4,30,0,13.8,9999,9999,1,2,9999,9999,2018,7,4,11
52787,102.87,37.2,3044,4,7,340,2,9999,0,0,0,9999,9999,7,1000,7.8,30,0,15.5,9999,9999,1,2,6,-1,2018,7,4,14
52787,102.87,37.2,3044,4,7,140,8,9999,-3,0,0,9999,9999,7,1000,9.3,30,0,13.7,9999,9999,1,2,5,0,2018,7,4,17
52787,102.87,37.2,3044,4,7,160,2,9999,7,0,0,9999,9999,7,1500,8.9,30,0,12.8,9999,9999,1,2,4,1,2018,7,4,20
52787,102.87,37.2,3044,4,9,110,5,9999,10,0,0,9999,9999,9999,9999,8.3,30,0,11.6,9999,9999,1,2,9999,9999,2018,7,4,23
52787,102.87,37.2,3044,4,9,270,1,9999,-3,0,0,9999,9999,9999,9999,8,30,0,9.4,9999,9999,1,2,3,2,2018,7,5,2
52787,102.87,37.2,3044,4,9,360,8,9999,-9,0,0,9999,9999,9999,9999,6.7,30,0,12,9999,9999,1,2,5,1,2018,7,5,5
52787,102.87,37.2,3044,4,5,360,8,9999,9,0,0,9999,9999,5,1500,7.6,30,0,12.3,9999,9999,1,2,2,2,2018,7,5,8
52787,102.87,37.2,3044,4,7,20,6,9999,8,0,0,9999,9999,7,1000,8.8,30,0,14,9999,9999,1,2,9999,9999,2018,7,5,11
52787,102.87,37.2,3044,4,7,20,4,9999,-5,0,0,9999,9999,7,1000,5.6,28,0,17.3,9999,9999,1,2,2,1,2018,7,5,14
52787,102.87,37.2,3044,4,7,360,6,9999,0,0,0,9999,9999,7,1500,9.4,30,0,14.6,9999,9999,1,2,1,2,2018,7,5,17
52787,102.87,37.2,3044,4,7,360,4,9999,8,0,0,9999,9999,7,1500,9.1,30,0,13.7,9999,9999,1,2,1,2,2018,7,5,20
52787,102.87,37.2,3044,4,9,140,5,9999,10,0,0,9999,9999,9999,9999,10.6,30,0,13.2,9999,9999,1,2,9999,9999,2018,7,5,23
52787,102.87,37.2,3044,4,9,20,4,9999,-3,0,0,0.1,9999,9999,9999,7.9,24,0,10.3,9999,9999,1,2,1,2,2018,7,6,2
52787,102.87,37.2,3044,4,9,340,4,9999,0,0,0,9999,9999,9999,9999,8,30,0,9.9,9999,9999,1,2,-2,3,2018,7,6,5
52787,102.87,37.2,3044,4,8,320,7,9999,5,0,0,0.1,9999,8,1500,8.7,10,0,8.8,9999,9999,1,2,9999,9999,2018,7,6,8
52787,102.87,37.2,3044,4,8,360,6,9999,6,6,4,9999,9999,8,1500,9,17,60,9.1,9999,9999,1,2,9999,9999,2018,7,6,11
52787,102.87,37.2,3044,4,8,360,7,9999,5,6,4,0.7,9999,8,1500,9.6,21,60,10.7,9999,9999,1,2,-7,3,2018,7,6,14
52787,102.87,37.2,3044,4,7,360,8,9999,0,6,0,9999,9999,7,1000,7.6,21,0,12.3,9999,9999,1,2,9999,9999,2018,7,6,17
52787,102.87,37.2,3044,4,7,360,6,9999,6,6,0,0.1,9999,7,1500,8.7,30,0,11.3,9999,9999,1,2,-2,3,2018,7,6,20
52787,102.87,37.2,3044,4,9,320,4,9999,7,0,0,9999,9999,9999,9999,8.8,30,0,9.4,9999,9999,1,2,9999,9999,2018,7,6,23
52787,102.87,37.2,3044,4,9,290,2,9999,-6,0,0,9999,9999,9999,9999,7.3,30,0,8.7,9999,9999,1,2,-2,2,2018,7,7,2
52787,102.87,37.2,3044,4,9,320,3,9999,-3,0,0,9999,9999,9999,9999,8,30,0,8.4,9999,9999,1,2,-2,2,2018,7,7,5
52787,102.87,37.2,3044,4,8,360,6,9999,5,0,0,9999,9999,8,1500,8.7,30,0,11.1,9999,9999,1,2,2,2,2018,7,7,8
52787,102.87,37.2,3044,4,8,360,8,9999,4,0,0,9999,9999,8,1500,9.1,8,60,9.2,9999,9999,1,2,9999,9999,2018,7,7,11
52787,102.87,37.2,3044,4,8,340,8,9999,-1,6,0,0.4,9999,8,1500,8.4,11,60,8.5,9999,9999,1,2,-2,1,2018,7,7,14
52787,102.87,37.2,3044,4,8,290,4,9999,-5,6,6,9999,9999,8,1500,9.1,26,60,9.4,9999,9999,1,2,9999,9999,2018,7,7,17
52787,102.87,37.2,3044,4,7,140,2,9999,2,6,0,2,9999,7,1500,8.4,27,0,9.6,9999,9999,1,2,-2,0,2018,7,7,20
52787,102.87,37.2,3044,4,9,160,2,9999,1,0,0,9999,9999,9999,9999,7.8,28,0,9,9999,9999,1,2,9999,9999,2018,7,7,23
